EmployeeID,FirstName,LastName,Department,JobTitle,HireDate,Salary,BonusPercent,City,State,Country,Email,PhoneNumber,PerformanceScore,ManagerID,LeavesTaken,OvertimeHours,ProjectsHandled,Gender,Age
469,Bridget,Smith,HR,Coordinator,2024-09-05,89365.08,6.09,New Samanthaland,Tennessee,India,millercarlos@watkins.org,2136053444,Good,12,18,32,8,Female,51
470,Christopher,Mason,Finance,Executive,2017-10-22,73845.58,11.08,New Matthew,Delaware,India,cwashington@yahoo.com,153-887-0607,Excellent,3,25,13,13,Male,41
471,James,Erickson,Operations,Analyst,2017-09-03,58253.01,18.76,North Davidhaven,Maine,India,heatheroneill@calderon-mcintosh.info,147-263-6881x41761,Excellent,18,25,3,15,Male,33
472,Michael,West,HR,Developer,2018-11-05,99896.87,11.53,North Mark,Nevada,India,elizabethpeterson@gmail.com,+1-509-628-2482x0982,Excellent,21,19,28,2,Female,38
473,Michael,Rich,IT,Analyst,2024-07-22,115484.95,16.66,Taylorberg,West Virginia,India,cummingskevin@willis.info,972.004.9949,Good,33,27,25,4,Male,45
474,Christopher,Chung,Operations,Coordinator,2025-05-22,93366.91,10.76,South Christopherfurt,Washington,India,johnsonchristopher@yahoo.com,001-848-391-0797x4822,Good,48,21,31,1,Female,42
475,Michele,Reynolds,Operations,Analyst,2023-01-18,82851.66,13.86,Ashleyview,Maine,India,nicolas73@mullins.com,+1-474-510-6480x9526,Poor,48,1,30,9,Female,38
476,John,Estrada,Finance,Executive,2017-02-11,97008.35,19.68,South Roberttown,South Carolina,India,ryantina@yahoo.com,180.180.0616,Average,5,15,45,5,Male,34
477,Brandon,Turner,Marketing,Manager,2025-02-26,57189.94,9.59,Francisport,Wisconsin,India,zdoyle@johnson-mitchell.com,(983)972-2569x5892,Poor,36,9,8,2,Male,41
478,Jenny,Goodman,Operations,Developer,2020-09-22,54492.26,8.7,Emilystad,New Jersey,India,cmorris@merritt.net,001-599-844-0572,Poor,1,8,5,14,Female,37
479,Lisa,Vaughn,Operations,Coordinator,2019-03-09,110168.84,13.95,Kristyborough,Pennsylvania,India,christinerodriguez@davis.info,001-515-954-0738x2076,Good,35,17,16,10,Female,51
480,Jeremy,Chapman,Marketing,Developer,2020-03-17,56094.37,14.55,North Brendaberg,South Dakota,India,ambermiller@yahoo.com,(612)911-8362x1037,Average,3,9,21,15,Male,37
481,Jeanette,Bailey,Marketing,Analyst,2024-06-26,45465.28,16.77,Boothton,Kansas,India,jamie87@gmail.com,+1-683-206-7083x8106,Excellent,38,6,4,13,Male,34
482,Chase,Logan,IT,Manager,2024-05-02,108391.06,5.57,Caseystad,Florida,India,hamiltonshaun@hotmail.com,+1-291-296-1826x717,Poor,49,19,7,3,Male,36
483,Jennifer,Kennedy,Marketing,Analyst,2019-12-28,45895.65,7.28,South Kelly,Alabama,India,ntaylor@lopez.net,(435)479-6340x897,Good,25,27,21,5,Male,52
484,Todd,Wilson,Marketing,Executive,2024-07-28,90056.37,15.33,Jonathanstad,Connecticut,India,vmora@gmail.com,849.707.7133x037,Average,11,17,15,13,Female,34
485,Stephanie,Cannon,HR,Developer,2022-04-26,79254.21,18.43,Fletchershire,Louisiana,India,angelamerritt@perry.net,(572)777-1573,Average,21,3,46,2,Male,47
486,Jeremy,Wells,Marketing,Developer,2021-08-18,82929.21,17.14,Tiffanyport,Massachusetts,India,rrogers@nelson.info,853-741-4830,Average,50,28,31,5,Female,56
487,Kelly,Sweeney,HR,Analyst,2024-05-05,53886.78,14.58,Lake David,Hawaii,India,bthomas@becker-thomas.com,269-544-4595x475,Average,25,5,3,7,Female,44
488,Deanna,Hall,Marketing,Manager,2019-01-28,41825.1,16.81,Lake Adrianaport,Wyoming,India,aperez@hotmail.com,242.972.5554,Poor,37,18,0,6,Female,56
489,Noah,Camacho,IT,Developer,2023-10-19,85316.21,10.4,Blankenshipbury,North Carolina,India,cooksean@yahoo.com,053.967.9246,Good,27,3,34,7,Male,31
490,Susan,Adams,HR,Analyst,2022-02-08,96144.1,16.64,Stevensfort,Nebraska,India,tannerjimmy@green-sanders.com,+1-028-056-6889x38885,Excellent,12,25,12,7,Male,45
491,Rebekah,Berry,Finance,Developer,2021-11-09,101139.57,12.74,Daughertystad,Delaware,India,samanthacraig@ramirez.com,478.032.8856x3948,Poor,34,15,38,8,Female,24
492,Jennifer,Bailey,HR,Analyst,2023-07-12,74953.15,14.53,Port Kristibury,Illinois,India,jgarza@hotmail.com,142.066.6490x23331,Poor,27,0,17,13,Male,49
493,Aaron,Curry,HR,Executive,2020-05-25,92238.76,16.03,Johnmouth,West Virginia,India,pgonzalez@moore-may.com,9999600698,Poor,13,4,20,12,Female,30
494,Lisa,Young,Operations,Developer,2017-05-21,104278.94,16.39,Jonesbury,Arkansas,India,jackietodd@garrison.com,(737)203-3827,Poor,25,24,33,8,Female,39
495,Aaron,Ryan,HR,Analyst,2020-10-29,62038.94,17.09,Wilsonmouth,Arkansas,India,erinwilliams@klein.com,(886)473-1943x3780,Poor,31,25,43,13,Female,57
496,Juan,Allen,Operations,Coordinator,2023-08-24,64363.85,11.18,East Chadmouth,Maryland,India,irowland@wood-washington.com,910.392.1351x05100,Poor,32,20,43,3,Male,23
497,Sarah,Barton,HR,Developer,2017-01-26,65559.73,5.13,Juanfort,California,India,anneherman@jones-ellis.net,(364)875-5975,Good,45,9,23,6,Male,44
498,Ruth,Short,Finance,Analyst,2021-11-18,45159.07,14.47,East Allison,Vermont,India,michael90@hotmail.com,001-279-123-5037x37774,Good,48,2,8,14,Male,23
499,Raymond,Walter,IT,Developer,2021-10-11,98888.96,15.34,West Marymouth,West Virginia,India,juliemoore@anderson-gonzalez.com,5669799770,Poor,35,10,41,14,Male,53
500,Kimberly,Williams,Marketing,Manager,2017-12-08,45659.54,6.2,Christophershire,Alaska,India,jwalker@yahoo.com,176.533.0358,Average,3,21,22,13,Female,28
501,Kelly,Cruz,IT,Executive,2020-11-19,92914.98,18.66,East David,Minnesota,India,laurenjohnson@blankenship-walker.org,012-508-9215x380,Excellent,27,18,48,12,Female,28
502,Lorraine,Doyle,Finance,Developer,2025-02-23,33601.72,12.59,Lake Manuel,Iowa,India,collinsphilip@gmail.com,(997)001-4884x1686,Good,21,18,37,6,Male,34
503,Chad,Choi,Marketing,Executive,2020-04-03,91043.38,8.26,Lake Joshuaborough,North Carolina,India,wileycynthia@hotmail.com,(506)086-5108,Poor,17,13,47,5,Male,51
504,Jose,Jones,Operations,Coordinator,2018-02-14,92418.59,15.92,Martinezfort,Connecticut,India,nicholas33@jennings.com,852-376-5369x5920,Good,35,5,8,7,Female,50
505,Jessica,Dominguez,IT,Coordinator,2025-03-22,116654.77,11.86,New Lauraville,Iowa,India,bsnyder@hotmail.com,(436)528-0015,Poor,28,1,25,11,Female,60
506,Randall,Tyler,Operations,Executive,2018-08-15,40504.89,5.3,Nicolefurt,New York,India,samanthagriffin@edwards.info,001-480-202-7259x5757,Excellent,21,10,1,7,Female,41
507,Henry,Armstrong,Operations,Analyst,2024-09-24,50438.35,11.4,West Richard,Tennessee,India,robinsampson@barnett.biz,001-670-865-8700x427,Average,3,19,24,12,Female,49
508,Maxwell,Williams,HR,Analyst,2019-12-11,87358.79,8.69,Williamsburgh,Oregon,India,patrick85@hotmail.com,7789523988,Average,29,17,44,4,Female,39
509,Clayton,Sanchez,Finance,Coordinator,2019-09-30,59672.53,12.37,South Kimberlyfurt,Arkansas,India,vdelgado@gmail.com,662-506-5766,Average,50,0,41,9,Male,55
510,Miguel,Thomas,Operations,Executive,2023-11-27,87012.6,10.81,West James,New Hampshire,India,apollard@gonzalez.com,376.129.9063,Good,19,14,6,13,Male,23
511,Lauren,Mason,Operations,Analyst,2021-12-20,55951.19,18.53,New Jason,North Carolina,India,mollygross@yahoo.com,(783)921-5712x6342,Excellent,13,8,26,8,Male,41
512,Charles,Mitchell,HR,Developer,2022-12-13,116549.52,17.87,Santosmouth,Hawaii,India,johnsonkrystal@hotmail.com,+1-385-891-4830,Excellent,42,10,16,8,Male,57
513,Jessica,Warner,IT,Coordinator,2015-09-04,88458.59,13.59,Stephanieview,North Dakota,India,sarah97@ray.com,783.497.3533x7156,Poor,33,2,0,4,Male,47
514,John,Valdez,Finance,Coordinator,2025-03-20,60196.99,16.19,South Kimberlyburgh,Maine,India,melissawilliamson@jimenez.com,(541)665-9696x3630,Poor,40,29,41,12,Female,50
515,Christopher,Lyons,HR,Executive,2016-07-19,58890.69,5.54,Rodneystad,Minnesota,India,parkerneil@miller.com,869-177-4968,Average,14,6,43,5,Female,59
516,Anne,Craig,IT,Coordinator,2021-02-25,51513.91,19.72,East Anne,North Dakota,India,tiffany96@vasquez-simmons.com,108-568-9592x9529,Poor,2,12,29,9,Male,29
517,Fred,Burns,Finance,Executive,2018-05-10,43805.04,14.8,New Donnahaven,Nebraska,India,zacharymiller@hotmail.com,+1-470-400-3377x047,Excellent,8,24,7,13,Female,43
518,Henry,Payne,IT,Coordinator,2015-08-22,113474.84,14.5,Hoganside,North Carolina,India,ruizlouis@yahoo.com,+1-643-166-1102x0758,Good,30,21,24,3,Female,48
519,Brenda,Smith,Operations,Analyst,2020-04-11,88480.28,12.99,North Gregshire,Illinois,India,stephanie64@gmail.com,+1-849-984-3982x978,Good,48,11,29,7,Female,30
520,Peter,Love,Finance,Manager,2021-06-01,47028.31,7.74,East Grace,Rhode Island,India,stevenmoore@yahoo.com,952.574.9575x94252,Excellent,25,21,31,12,Female,51
521,John,Hatfield,Finance,Coordinator,2022-10-09,93302.15,7.07,Castroberg,Louisiana,India,grimescassandra@carter-evans.biz,233-569-3572,Good,44,25,3,2,Male,34
522,Brianna,Brown,IT,Coordinator,2016-03-21,109795.07,13.25,Foleymouth,West Virginia,India,rachel26@gmail.com,584-352-8509x6989,Good,8,21,1,8,Female,40
523,Alan,Green,IT,Manager,2023-03-05,92134.19,9.96,Ramseyton,Connecticut,India,psmith@yahoo.com,581-087-5307,Average,1,3,21,6,Male,37
524,Eric,Case,Finance,Analyst,2024-11-29,77010.32,13.59,Lake Nicole,Delaware,India,angelawilliamson@hotmail.com,(256)058-6177x236,Good,41,24,7,1,Female,33
525,Luke,Romero,Finance,Manager,2024-05-09,113034.04,15.02,Jenniferfort,Michigan,India,santanamorgan@yahoo.com,0397728759,Average,39,14,13,3,Female,26
526,Whitney,Turner,HR,Manager,2023-02-19,36901.07,14.75,Kimberlymouth,Rhode Island,India,murphyrobin@patterson.com,+1-117-518-4410x593,Average,49,29,25,1,Male,48
527,Scott,Morris,Marketing,Executive,2020-02-10,31039.87,18.17,Hartmanbury,West Virginia,India,sbauer@manning-harvey.biz,+1-083-138-6345x5929,Excellent,5,5,17,13,Female,38
528,Donald,Malone,HR,Manager,2018-03-14,50944.47,14.73,Wongmouth,Utah,India,sara26@gmail.com,(915)814-1374x76267,Poor,34,12,16,6,Female,23
529,Christine,Johnson,Operations,Manager,2020-11-15,86934.86,10.36,West Davidville,Delaware,India,mcdowellsamantha@west.info,153.051.3628x2469,Good,46,10,3,12,Female,59
530,Sherry,Mendoza,IT,Analyst,2018-02-11,52044.89,15.85,Blairland,New Mexico,India,craig80@hotmail.com,(756)804-7384x449,Excellent,29,22,25,1,Female,59
531,Leah,Rodgers,HR,Manager,2021-10-22,54225.62,11.62,East Madeline,Louisiana,India,lozanosergio@nielsen.com,615.498.4605x26520,Average,18,13,23,12,Female,43
532,Richard,Cruz,Marketing,Analyst,2023-02-24,40603.51,16.86,Lake Tim,Ohio,India,anthonyjones@vargas.com,(994)916-7926x908,Average,29,15,9,6,Female,49
533,Lawrence,Cox,Finance,Developer,2018-03-08,51843.45,9.25,North Victoria,North Carolina,India,whitejoseph@anderson.com,4152519395,Average,19,19,35,8,Female,55
534,Brandy,Wood,Finance,Manager,2019-09-23,110175.35,19.41,Juarezview,Colorado,India,justin42@stone.com,001-808-098-4310,Excellent,31,26,23,13,Female,22
535,Shawn,Ball,Marketing,Developer,2021-10-31,105016.06,12.38,Justinton,Connecticut,India,georgeryan@larson.com,147-550-8520x655,Excellent,5,28,38,15,Male,33
536,Jeffrey,Cummings,Finance,Coordinator,2023-12-10,31131.96,5.66,Christopherton,California,India,alexanderbrianna@yahoo.com,+1-790-270-7751,Poor,21,6,20,15,Female,30
537,John,Sims,Finance,Coordinator,2023-08-18,36201.08,6.02,West Sierrashire,Arizona,India,rgibson@hotmail.com,101.889.2638x606,Good,39,27,2,8,Female,34
538,Anna,Campbell,Finance,Coordinator,2023-10-29,87169.9,15.96,Williamview,New Jersey,India,gmurphy@santos.com,+1-607-767-9666x77655,Poor,22,3,0,2,Female,55
539,Brian,Thomas,Operations,Manager,2017-04-28,60041.41,19.73,Christyside,Ohio,India,yhall@yahoo.com,(350)409-5595x43659,Excellent,14,1,4,9,Male,53
540,Stefanie,Higgins,Operations,Manager,2020-10-01,104403.57,7.42,New Jeffreyberg,North Carolina,India,guzmancharles@gmail.com,+1-881-206-5257,Poor,4,2,11,10,Female,22
541,Michelle,Sosa,IT,Executive,2019-11-10,48764.13,17.75,Johnsonchester,Arkansas,India,alicia00@flynn-mccoy.com,001-141-499-1325x3625,Poor,48,7,13,14,Female,23
542,Kathryn,Alvarez,Operations,Executive,2021-04-29,38487.92,8.48,East Jonathanhaven,New York,India,marymoore@willis-gonzalez.info,(448)710-3107,Poor,27,22,46,2,Female,25
543,Andrew,Hall,Operations,Developer,2023-04-19,75002.77,5.62,New Alexa,South Carolina,India,cookwilliam@cummings.com,676.350.4192x854,Average,32,25,41,14,Female,23
544,Elizabeth,Sullivan,IT,Manager,2022-01-12,64081.18,8.57,South Johnnystad,Nevada,India,mariecabrera@hotmail.com,001-048-569-3884,Excellent,7,10,14,14,Female,32
545,Robert,Miller,HR,Manager,2023-05-26,30801.3,11.5,Danielleview,Rhode Island,India,jacksonmichael@jimenez.com,001-047-689-9974,Excellent,50,14,23,3,Male,46
546,Katherine,Jenkins,Operations,Executive,2024-04-07,52817.95,19.61,South Scottfurt,Missouri,India,scott16@smith-mendez.net,001-349-746-6772x8370,Good,4,2,23,12,Female,34
547,Mary,Torres,Finance,Manager,2024-11-30,86302.34,10.0,New Andrea,Washington,India,gardnermatthew@stephens-thomas.com,322-701-5102,Excellent,40,25,15,7,Male,31
548,Charles,Fleming,Finance,Developer,2023-01-13,49648.66,7.83,Sarahbury,Wisconsin,India,allenluis@gmail.com,001-940-065-5828x9359,Excellent,24,23,12,14,Male,36
549,James,Kelly,Operations,Executive,2025-07-02,55401.67,5.59,Kennethborough,California,India,pwood@turner.com,+1-585-152-5169x450,Good,11,21,43,2,Female,57
550,Marc,Lopez,Operations,Analyst,2016-09-29,106244.65,7.98,Tylerton,Rhode Island,India,wilsonisaiah@yahoo.com,(296)676-8898,Excellent,47,19,47,3,Male,27
551,Sara,Sullivan,Marketing,Executive,2025-02-03,68610.32,7.31,Lake Emily,Arkansas,India,jacksondaniel@yahoo.com,029-394-4067x980,Excellent,24,0,10,12,Female,31
552,Alejandro,Williams,Finance,Analyst,2024-03-15,112224.9,9.16,West Anitaview,Nevada,India,rick65@hotmail.com,001-658-078-0512,Poor,7,21,7,12,Male,47
553,Renee,Johnson,Operations,Executive,2018-05-13,32161.63,14.95,Robinsonfort,Connecticut,India,hartandre@gmail.com,+1-988-620-6638,Average,10,0,26,14,Male,29
554,Cheryl,Day,HR,Developer,2023-09-14,119512.96,11.61,South Jose,Hawaii,India,annabaker@hardin.org,6846380117,Excellent,32,6,32,5,Female,37
555,Carl,Harrison,Marketing,Executive,2025-08-13,47005.67,15.94,Michaelland,Indiana,India,ewhitney@yahoo.com,001-116-088-9658x6915,Good,20,7,0,2,Female,49
556,Michael,James,Marketing,Developer,2017-11-15,90932.56,8.43,Mooreberg,Wisconsin,India,dcontreras@thompson-nielsen.org,010-770-5039x771,Excellent,16,8,2,2,Male,44
557,Bradley,Rosales,IT,Developer,2022-06-29,67240.34,14.82,Princetown,Utah,India,johnny00@mcgrath.com,990.785.8847,Good,39,10,4,9,Male,39
558,Courtney,Kennedy,IT,Coordinator,2020-08-16,107866.59,8.74,Turnerland,Nevada,India,markbrown@cook-guerrero.com,(219)450-1872x6057,Average,29,11,22,5,Female,22
559,Joseph,Martin,IT,Developer,2017-12-04,62356.47,13.22,Hoganbury,Maryland,India,jasonfrank@yahoo.com,+1-192-671-2214x710,Good,3,28,8,14,Male,23
560,George,Gutierrez,Finance,Executive,2024-02-11,117407.15,11.92,East Michael,Rhode Island,India,evan07@pierce.info,001-802-602-9431x553,Good,46,8,41,15,Female,39
561,Jill,Johnson,Marketing,Analyst,2021-04-17,79267.64,15.69,New Craigview,Minnesota,India,beverly63@yahoo.com,509-541-7745,Excellent,38,11,11,3,Female,46
562,Anthony,Wood,IT,Analyst,2023-07-30,32553.64,7.08,South Lauren,Wyoming,India,peter35@yahoo.com,+1-496-552-8716x2940,Average,33,11,45,5,Male,25
563,Wyatt,Haas,IT,Analyst,2022-05-07,118905.37,9.8,East Peter,Texas,India,lchurch@moore.biz,001-424-744-8772x613,Poor,16,3,21,5,Female,55
564,Carrie,Lewis,Operations,Analyst,2023-05-07,104215.75,15.32,Martinezmouth,Michigan,India,franklarson@hotmail.com,+1-816-661-0831x342,Poor,23,12,12,2,Male,29
565,Jennifer,Harrison,Operations,Manager,2022-10-27,77146.63,9.67,Anthonyland,Oregon,India,smithtimothy@rose.com,(197)326-9020x058,Average,9,9,25,3,Male,46
566,Sandra,Herrera,Marketing,Executive,2020-10-06,60413.58,19.27,Port Christine,Connecticut,India,charles17@bray.org,(282)861-7421,Good,24,23,36,4,Male,44
567,Paula,Bridges,IT,Manager,2017-11-13,99384.76,16.51,Lake Nicolestad,Alabama,India,nparker@gamble-morales.com,926-679-3574x45565,Average,49,2,15,12,Male,33
568,Michael,Warren,Operations,Analyst,2019-12-18,34970.9,10.64,Stoneport,Massachusetts,India,thomasjonathan@ritter-black.net,728.636.6803x2581,Poor,30,19,29,13,Male,27
569,Rebecca,Mcconnell,Finance,Coordinator,2023-08-25,95044.05,17.86,North Lori,Oregon,India,ebradshaw@atkins.com,(559)560-9281x81075,Good,11,14,14,2,Male,23
570,Sydney,Peters,IT,Coordinator,2021-04-18,117683.28,8.53,Johnsonport,Oklahoma,India,wrightbradley@moore.com,+1-752-371-9036x03667,Good,7,17,50,4,Male,38
571,Johnny,Johnson,Operations,Manager,2024-03-06,41051.79,7.63,South Charlesstad,Missouri,India,shelley12@yahoo.com,8317956021,Poor,30,16,43,6,Male,34
572,Robert,Murphy,Marketing,Coordinator,2017-08-05,48992.51,5.87,Port Kristineville,Indiana,India,mklein@yahoo.com,(308)195-5096,Excellent,20,29,47,6,Male,32
573,Scott,Hines,Finance,Coordinator,2023-06-08,86530.21,6.21,East Nicoleburgh,Arkansas,India,jason33@christensen.com,001-126-437-4431x53873,Good,41,17,29,9,Female,43
574,Jonathan,Crawford,Finance,Manager,2023-10-14,68485.33,17.39,Sandraville,Pennsylvania,India,rodney89@hotmail.com,(594)404-0395x7078,Good,20,13,2,12,Female,25
575,Jack,Moore,HR,Analyst,2019-07-28,84404.79,17.55,Melissashire,South Dakota,India,ryan59@yahoo.com,344-507-8533,Good,33,5,50,6,Male,24
576,Kari,Mcmahon,Operations,Developer,2018-05-09,117646.53,18.95,Martinezhaven,Maine,India,johnsonmelanie@watson.biz,1062470733,Poor,17,19,42,14,Male,31
577,Gary,Rodriguez,Operations,Coordinator,2019-10-28,106173.34,7.11,Joneschester,Utah,India,christopher56@hotmail.com,(174)520-1567x04003,Poor,3,2,44,3,Male,53
578,Gary,Haas,Finance,Manager,2020-11-27,101650.74,9.88,Lake Patricia,New Mexico,India,jenniferlane@hotmail.com,+1-918-362-8259,Poor,13,29,9,12,Male,24
579,William,Baxter,Operations,Executive,2023-04-23,75578.57,5.39,Tranview,Maine,India,cody47@meadows.info,696.408.8892x970,Average,18,24,20,5,Female,58
580,Amy,Castro,Finance,Manager,2021-05-13,82264.29,12.31,Johnsonmouth,Massachusetts,India,feliciakelly@gmail.com,001-824-949-5828,Average,29,14,18,15,Female,32
581,Jasmine,Lam,IT,Coordinator,2024-07-23,86522.37,5.78,East Matthewfort,Utah,India,ppatterson@yahoo.com,001-522-574-0279,Average,21,8,42,1,Male,51
582,Angela,Gonzalez,Operations,Executive,2024-10-09,114695.49,14.32,North Shariland,Oklahoma,India,elizabeth07@anderson.com,(127)567-5586x628,Poor,30,3,17,15,Male,55
583,Kimberly,Wolf,IT,Developer,2022-07-15,88273.81,8.47,Brookechester,Alaska,India,catherine16@gmail.com,603-488-8564x452,Poor,28,4,37,10,Male,22
584,Thomas,Lee,Marketing,Executive,2023-12-26,93373.56,13.87,Valeriestad,Rhode Island,India,mary28@hotmail.com,229.554.7274x8771,Good,21,1,26,5,Female,30
585,Mark,Carr,IT,Coordinator,2023-12-31,58495.82,15.93,Tammychester,Wisconsin,India,deannathomas@hotmail.com,(688)171-2686x575,Excellent,38,4,44,13,Female,49
586,Anne,Ware,Marketing,Coordinator,2019-08-17,110382.7,14.65,Reneebury,Iowa,India,sheltonpeter@brewer.com,4260675578,Poor,34,13,8,4,Male,32
587,Stephen,Middleton,IT,Executive,2022-11-23,117450.51,5.41,Lake Matthewchester,Georgia,India,mnash@bailey-miller.com,416-109-8128x8487,Excellent,40,8,13,15,Male,60
588,Christine,Marks,HR,Developer,2017-10-20,38534.8,17.17,South Maryborough,Connecticut,India,josephwilliams@hotmail.com,(268)297-9594,Excellent,20,27,17,12,Male,57
589,Kevin,Guzman,Finance,Coordinator,2023-12-02,106785.15,8.3,West Jasminemouth,Mississippi,India,uwilliams@hotmail.com,000.320.9384,Excellent,39,17,19,3,Male,24
590,Jenna,Simmons,Operations,Coordinator,2022-06-26,66539.68,19.38,New Kylechester,Missouri,India,ujones@campos.com,697.793.6758x545,Poor,49,2,41,7,Male,30
591,Marissa,Becker,Operations,Manager,2016-03-04,42057.61,11.81,East Jasonborough,Missouri,India,michael80@weber-marsh.net,636-534-7705x306,Average,47,26,27,13,Male,58
592,Joseph,Smith,Finance,Developer,2017-12-22,69619.2,7.65,New Joseshire,Michigan,India,josephjordan@gmail.com,026-681-0986x29267,Good,16,28,23,7,Male,34
593,Oscar,Anderson,Marketing,Developer,2015-08-25,37979.8,18.55,Cynthiaburgh,Arkansas,India,sbeltran@hotmail.com,(135)346-0140x633,Good,24,19,2,4,Male,40
594,Darlene,Smith,HR,Developer,2018-06-15,91336.17,19.02,Taylormouth,North Dakota,India,samantha43@padilla-crane.com,651.360.8929x2975,Average,33,6,25,9,Male,49
595,Rachel,Rodriguez,Marketing,Executive,2017-01-02,52102.85,16.69,North Deborahhaven,Idaho,India,wrightalexander@zimmerman.net,(109)641-1551,Excellent,36,29,25,6,Female,40
596,Kenneth,Fischer,Finance,Coordinator,2022-08-10,37043.49,6.4,Shortton,Maryland,India,kemptiffany@garcia.org,001-793-330-5044x468,Excellent,4,13,6,13,Female,47
597,David,Arroyo,IT,Manager,2020-11-10,44017.79,15.75,South Brianfurt,Indiana,India,gfrancis@hotmail.com,+1-422-214-9548x2828,Good,19,3,6,12,Female,51
598,Megan,Waters,IT,Executive,2020-11-25,39781.1,6.32,West Paulburgh,Virginia,India,joshuasmith@hotmail.com,001-306-314-6927x3259,Good,35,7,17,2,Female,43
599,Daniel,Payne,Operations,Manager,2020-08-22,64945.68,8.64,North Veronicaborough,New Mexico,India,david41@bonilla-roberson.biz,+1-160-848-5753x9203,Good,42,11,10,5,Male,39
600,Frank,Nelson,IT,Developer,2019-03-22,67350.97,8.78,South Tammyburgh,Utah,India,browndustin@simon.org,383-516-4459x0338,Poor,44,7,15,15,Female,53
601,Amanda,Harris,Marketing,Analyst,2018-01-31,41170.81,9.52,Stephanieport,New Mexico,India,cindy19@long.com,925-677-8384x156,Poor,11,29,35,4,Male,35
602,Nicholas,Delacruz,IT,Analyst,2018-12-01,104431.16,6.78,East Nathan,Missouri,India,anthony83@yahoo.com,188-389-0633x85297,Average,2,0,39,15,Male,50
603,Christopher,Byrd,Operations,Analyst,2017-07-19,74367.11,19.31,New Matthewview,Kentucky,India,ipearson@hotmail.com,(489)118-2117,Average,38,18,37,9,Male,25
604,Adam,Beltran,Finance,Analyst,2023-12-08,110985.96,17.06,Kathyside,Rhode Island,India,jensendylan@gmail.com,(201)412-5243x933,Poor,24,18,13,5,Female,33
605,Shari,Ramirez,IT,Analyst,2025-07-05,80683.48,5.3,Krystalhaven,Minnesota,India,jacob11@hotmail.com,001-653-855-8619x7499,Poor,17,19,30,15,Male,41
606,Eric,Cabrera,Marketing,Coordinator,2022-03-01,118390.58,18.81,Stephaniechester,North Carolina,India,timothy83@carr.com,001-307-079-8157x24371,Poor,38,22,46,8,Male,43
607,Jeanne,Ortega,IT,Developer,2018-01-19,43658.55,11.19,East Kaylaport,West Virginia,India,montoyamelody@gmail.com,809.991.7145,Average,3,2,0,4,Female,28
608,James,Reed,HR,Executive,2021-05-30,81561.41,9.2,East Nancyfort,South Carolina,India,gchavez@ellis-smith.com,355-115-3841,Poor,28,20,28,2,Female,37
609,Matthew,Ponce,Operations,Analyst,2020-04-02,117185.71,7.84,West Dannyport,Vermont,India,evansfrancisco@yahoo.com,+1-039-557-6417x55225,Good,11,8,35,14,Male,55
610,Aaron,Carlson,HR,Coordinator,2016-01-19,81470.4,6.75,New Penny,Colorado,India,perrypatricia@yahoo.com,038.773.9208x46984,Excellent,22,26,8,5,Female,44
611,Edward,Brock,IT,Developer,2025-04-22,72968.36,13.79,New Shannon,Vermont,India,kathyrivers@mclaughlin.org,959.007.3498,Average,16,21,49,3,Male,56
612,Shawn,Hughes,Finance,Coordinator,2023-05-07,108449.27,12.96,Sandersmouth,Wyoming,India,snyderchristopher@hotmail.com,805.000.6338x83933,Good,7,28,13,6,Female,59
613,Donald,Mcmahon,Marketing,Coordinator,2016-07-04,34329.29,14.46,Bergershire,New Hampshire,India,justinsalas@gross.com,807.079.2418x3091,Average,21,10,32,1,Male,29
614,Patrick,Paul,Finance,Executive,2020-01-09,88989.25,13.48,Millerside,Texas,India,perryerica@gordon-wright.info,648-780-7901,Excellent,4,7,16,7,Male,59
615,Gary,Jordan,Operations,Executive,2019-04-06,65215.52,9.77,West Barryton,Utah,India,wthomas@yahoo.com,(987)306-7117x478,Poor,43,23,13,2,Male,60
616,Claudia,Hill,IT,Manager,2018-09-16,45338.93,17.66,Bryanborough,Florida,India,hbautista@alvarado.com,001-728-240-5541x50247,Excellent,16,5,49,4,Male,39
617,Randall,Atkinson,Marketing,Manager,2022-12-17,88886.71,6.76,East Melissaview,Montana,India,vanessajohnson@yahoo.com,578.124.8333,Poor,35,25,29,7,Female,37
618,Amanda,Lawrence,HR,Manager,2023-09-30,70878.94,11.57,New Dianeburgh,Tennessee,India,kristenweaver@cooper.com,956-960-8160x6301,Average,10,29,37,9,Male,59
619,Tammy,Morris,Operations,Coordinator,2021-10-26,107382.49,17.25,Joannport,Alaska,India,reynoldspaul@gmail.com,623.087.1379,Excellent,44,3,50,2,Male,22
620,Daniel,Moore,IT,Manager,2020-12-25,79383.98,13.01,Jonathanport,Virginia,India,melissa22@yahoo.com,(453)837-5435x4534,Good,5,9,21,5,Male,22
621,Justin,Huffman,Operations,Executive,2019-03-12,92085.92,11.61,New Erik,Wisconsin,India,pattoneddie@gmail.com,768.109.3431,Excellent,49,17,31,9,Female,23
622,Taylor,Guerra,Marketing,Coordinator,2019-01-10,115983.12,5.83,Washingtontown,Delaware,India,heather63@yahoo.com,(952)168-0570,Poor,31,1,18,3,Male,44
623,Jacob,Kelly,IT,Analyst,2019-10-21,113855.71,15.76,Mitchellfurt,Washington,India,christinaclarke@yahoo.com,+1-041-335-7173x655,Good,34,10,32,1,Female,22
